id,instrumentName,localDate,localTime,co,o3,no2,so2,no,voc,pm2p5,pm10,rh,pressure,sensorTemp,heaterTemp,internalTemp,timeRec,dateUTC,timeUTC,alarms
76440,Grootbos,2023/09/14,14:25,0.15,66.75,8.8,0.0,0.0,0.0,3.02,146.99,26.21,105.21,36.28,24.94,40.04,1694708705,2023/09/14,16:25,0x00000000
76441,Grootbos,2023/09/14,14:30,0.15,66.58,12.81,0.0,0.0,0.0,5.09,332.51,26.22,105.2,36.35,24.94,40.13,1694709005,2023/09/14,16:30,0x00000000
76442,Grootbos,2023/09/14,14:35,0.15,70.2,4.76,0.0,0.0,0.0,4.87,325.65,25.93,105.2,36.45,24.95,40.22,1694709305,2023/09/14,16:35,0x00000000
76443,Grootbos,2023/09/14,14:40,0.15,68.66,8.5,0.0,0.0,0.0,6.37,439.28,25.87,105.2,36.54,24.95,40.28,1694709605,2023/09/14,16:40,0x00000000
76444,Grootbos,2023/09/14,14:45,0.15,66.56,11.19,0.0,0.0,0.0,7.05,451.6,25.86,105.2,36.62,24.96,40.33,1694709905,2023/09/14,16:45,0x00000000
76445,Grootbos,2023/09/14,14:50,0.15,69.76,8.21,0.0,0.0,0.0,6.28,403.94,25.66,105.2,36.69,24.96,40.37,1694710205,2023/09/14,16:50,0x00000000
76446,Grootbos,2023/09/14,14:55,0.16,69.57,5.01,0.0,0.0,0.0,7.91,568.25,25.38,105.19,36.74,24.96,40.4,1694710505,2023/09/14,16:55,0x00000000
76447,Grootbos,2023/09/14,15:00,0.16,68.82,11.7,0.0,0.0,0.0,5.88,360.27,25.43,105.18,36.76,24.95,40.38,1694710805,2023/09/14,17:00,0x00000000
76448,Grootbos,2023/09/14,15:05,0.16,68.48,0.0,0.0,0.0,0.0,4.72,289.73,24.93,105.18,36.76,24.94,40.34,1694711105,2023/09/14,17:05,0x00000000
76449,Grootbos,2023/09/14,15:10,0.15,66.12,0.0,0.0,0.0,0.0,8.13,523.16,24.27,105.17,36.76,24.94,40.31,1694711405,2023/09/14,17:10,0x00000000
76450,Grootbos,2023/09/14,15:15,0.15,68.84,4.7,0.0,0.0,0.0,10.43,799.42,24.42,105.17,36.77,24.93,40.3,1694711705,2023/09/14,17:15,0x00000000
76451,Grootbos,2023/09/14,15:20,0.16,69.72,8.96,0.0,0.0,0.0,6.0,303.6,24.54,105.17,36.77,24.92,40.27,1694712005,2023/09/14,17:20,0x00000000
76452,Grootbos,2023/09/14,15:25,0.17,68.26,10.13,0.0,0.0,0.0,5.74,343.77,24.55,105.16,36.72,24.91,40.19,1694712305,2023/09/14,17:25,0x00000000
76453,Grootbos,2023/09/14,15:30,0.17,67.81,12.56,0.0,0.0,0.0,4.47,254.75,24.65,105.15,36.65,24.89,40.1,1694712605,2023/09/14,17:30,0x00000000
76454,Grootbos,2023/09/14,15:35,0.19,63.92,15.95,0.0,0.0,0.0,4.12,224.49,24.64,105.14,36.61,24.88,40.05,1694712905,2023/09/14,17:35,0x00000000
76455,Grootbos,2023/09/14,15:40,0.21,64.22,13.92,0.0,0.0,0.0,5.32,259.67,24.57,105.14,36.59,24.88,40.03,1694713205,2023/09/14,17:40,0x00000000
76456,Grootbos,2023/09/14,15:45,0.22,64.54,15.01,0.0,0.0,0.0,5.47,354.58,24.61,105.14,36.56,24.88,40.01,1694713505,2023/09/14,17:45,0x00000000
76457,Grootbos,2023/09/14,15:50,0.23,66.13,6.73,0.0,0.0,0.0,4.77,295.78,24.37,105.14,36.54,24.89,39.99,1694713805,2023/09/14,17:50,0x00000000
76458,Grootbos,2023/09/14,15:55,0.23,64.64,13.23,0.0,0.0,0.0,6.57,446.87,24.42,105.13,36.54,24.88,39.99,1694714105,2023/09/14,17:55,0x00000000
76459,Grootbos,2023/09/14,16:00,0.23,66.87,14.77,0.0,0.0,0.0,6.16,395.24,24.52,105.13,36.54,24.87,40.0,1694714405,2023/09/14,18:00,0x00000000
76460,Grootbos,2023/09/14,16:05,0.25,57.43,21.0,3.24,0.0,0.0,6.38,410.35,24.63,105.13,36.54,24.87,39.99,1694714705,2023/09/14,18:05,0x00000000
76461,Grootbos,2023/09/14,16:10,0.25,65.21,11.92,0.0,0.0,0.0,6.6,477.43,24.36,105.13,36.51,24.87,39.95,1694715005,2023/09/14,18:10,0x00000000
76462,Grootbos,2023/09/14,16:15,0.25,64.67,13.78,0.0,0.0,0.0,10.05,707.54,24.45,105.13,36.45,24.87,39.87,1694715305,2023/09/14,18:15,0x00000000
76463,Grootbos,2023/09/14,16:20,0.26,63.45,12.09,0.0,0.0,0.0,24.46,1850.28,24.42,105.12,36.39,24.86,39.78,1694715605,2023/09/14,18:20,0x00000000
76464,Grootbos,2023/09/14,16:25,0.25,62.48,14.95,0.0,0.0,0.0,13.53,862.55,24.4,105.12,36.33,24.86,39.71,1694715905,2023/09/14,18:25,0x00000000
76465,Grootbos,2023/09/14,16:30,0.26,64.25,14.82,2.44,0.0,0.0,12.42,817.77,24.54,105.12,36.3,24.86,39.67,1694716205,2023/09/14,18:30,0x00000000
76466,Grootbos,2023/09/14,16:35,0.25,64.74,18.66,6.36,0.0,0.0,13.04,873.72,24.59,105.12,36.26,24.84,39.63,1694716505,2023/09/14,18:35,0x00000000
76467,Grootbos,2023/09/14,16:40,0.25,63.88,14.33,1.11,0.0,0.0,11.96,742.1,24.56,105.12,36.2,24.85,39.57,1694716805,2023/09/14,18:40,0x00000000
76468,Grootbos,2023/09/14,16:45,0.25,61.31,21.11,11.12,0.0,0.0,19.5,1381.06,24.77,105.12,36.12,24.84,39.49,1694717105,2023/09/14,18:45,0x00000000
76469,Grootbos,2023/09/14,16:50,0.26,57.14,25.02,23.62,0.0,0.0,16.03,1187.71,25.17,105.12,36.04,24.82,39.38,1694717405,2023/09/14,18:50,0x00000000
76470,Grootbos,2023/09/14,16:55,0.27,57.17,23.22,18.76,0.0,0.0,17.68,1166.1,25.2,105.12,35.93,24.82,39.26,1694717705,2023/09/14,18:55,0x00000000
76471,Grootbos,2023/09/14,17:00,0.27,54.12,27.26,23.91,0.0,0.0,23.57,1453.86,25.36,105.14,35.81,24.82,39.13,1694718005,2023/09/14,19:00,0x00000000
76472,Grootbos,2023/09/14,17:05,0.28,55.88,24.42,23.76,0.0,0.0,22.56,1560.31,25.52,105.14,35.68,24.82,38.99,1694718305,2023/09/14,19:05,0x00000000
76473,Grootbos,2023/09/14,17:10,0.28,58.32,20.28,18.15,0.0,0.0,17.95,1275.1,25.44,105.14,35.55,24.81,38.85,1694718605,2023/09/14,19:10,0x00000000
76474,Grootbos,2023/09/14,17:15,0.27,59.27,22.2,20.08,0.0,0.0,16.5,1113.61,25.56,105.13,35.42,24.8,38.71,1694718905,2023/09/14,19:15,0x00000000
76475,Grootbos,2023/09/14,17:20,0.28,54.8,27.06,32.3,0.0,0.0,27.82,2021.96,25.92,105.13,35.27,24.8,38.55,1694719205,2023/09/14,19:20,0x00000000
76476,Grootbos,2023/09/14,17:25,0.28,57.65,20.72,21.38,0.0,0.0,25.94,1803.35,25.85,105.13,35.1,24.79,38.37,1694719505,2023/09/14,19:25,0x00000000
76477,Grootbos,2023/09/14,17:30,0.28,57.63,23.0,24.08,0.0,0.0,34.14,2185.0,25.92,105.13,34.93,24.78,38.18,1694719805,2023/09/14,19:30,0x00000000
76478,Grootbos,2023/09/14,17:35,0.29,50.62,22.69,24.89,0.0,0.0,30.08,1901.58,26.13,105.13,34.74,24.78,37.97,1694720105,2023/09/14,19:35,0x00000000
76479,Grootbos,2023/09/14,17:40,0.29,56.08,2.76,0.0,0.0,0.0,36.34,2523.29,25.36,105.12,34.53,24.78,37.75,1694720405,2023/09/14,19:40,0x00000000
76480,Grootbos,2023/09/14,17:45,0.28,60.4,9.15,0.0,0.0,0.0,36.9,2562.06,25.22,105.11,34.31,24.77,37.49,1694720705,2023/09/14,19:45,0x00000000
76481,Grootbos,2023/09/14,17:50,0.28,53.42,16.86,9.09,0.0,0.0,34.6,2289.62,25.52,105.13,34.05,24.76,37.22,1694721005,2023/09/14,19:50,0x00000000
76482,Grootbos,2023/09/14,17:55,0.29,44.12,24.97,25.4,0.0,0.0,48.86,3101.3,26.02,105.14,33.75,24.74,36.91,1694721305,2023/09/14,19:55,0x00000000
76483,Grootbos,2023/09/14,18:00,0.32,37.51,28.54,35.58,0.0,0.0,77.61,5181.42,26.44,105.15,33.44,24.72,36.58,1694721605,2023/09/14,20:00,0x00000000
76484,Grootbos,2023/09/14,18:05,0.33,35.72,30.04,39.43,0.0,0.0,66.05,4025.8,26.77,105.15,33.1,24.71,36.23,1694721905,2023/09/14,20:05,0x00000000
76485,Grootbos,2023/09/14,18:10,0.34,34.79,30.96,45.86,0.0,0.0,70.4,4517.67,27.08,105.15,32.75,24.7,35.86,1694722205,2023/09/14,20:10,0x00000000
76486,Grootbos,2023/09/14,18:15,0.37,31.27,34.17,53.71,0.0,0.0,100.14,6519.61,27.61,105.13,32.4,24.7,35.5,1694722505,2023/09/14,20:15,0x00000000
76487,Grootbos,2023/09/14,18:20,0.39,30.71,37.01,60.56,0.0,0.0,115.07,7339.98,27.95,105.14,32.04,24.7,35.13,1694722805,2023/09/14,20:20,0x00000000
76488,Grootbos,2023/09/14,18:25,0.39,29.51,21.89,36.42,0.0,0.0,102.19,6344.14,27.8,105.15,31.69,24.7,34.77,1694723105,2023/09/14,20:25,0x00000000
76489,Grootbos,2023/09/14,18:30,0.37,33.41,34.74,50.96,0.0,0.0,92.71,7071.62,28.02,105.15,31.35,24.7,34.42,1694723405,2023/09/14,20:30,0x00000000
76490,Grootbos,2023/09/14,18:35,0.37,31.85,33.19,51.43,0.0,0.0,93.56,6142.33,28.46,105.15,31.01,24.7,34.09,1694723705,2023/09/14,20:35,0x00000000
76491,Grootbos,2023/09/14,18:40,0.37,30.22,36.35,58.85,0.0,0.0,105.11,6706.22,28.9,105.15,30.69,24.7,33.76,1694724005,2023/09/14,20:40,0x00000000
76492,Grootbos,2023/09/14,18:45,0.36,32.49,32.15,51.6,0.0,0.0,81.47,4871.92,29.08,105.15,30.37,24.71,33.44,1694724305,2023/09/14,20:45,0x00000000
76493,Grootbos,2023/09/14,18:50,0.35,31.56,36.75,59.83,0.0,0.0,71.86,4576.77,29.56,105.15,30.07,24.71,33.13,1694724605,2023/09/14,20:50,0x00000000
76494,Grootbos,2023/09/14,18:55,0.34,33.53,34.89,56.62,0.0,0.0,36.3,2264.85,29.79,105.15,29.78,24.73,32.84,1694724905,2023/09/14,20:55,0x00000000
76495,Grootbos,2023/09/14,19:00,0.33,35.37,35.12,56.43,0.0,0.0,22.32,1315.91,30.11,105.15,29.51,24.74,32.57,1694725205,2023/09/14,21:00,0x00000000
76496,Grootbos,2023/09/14,19:05,0.31,38.02,29.25,44.26,0.0,0.0,5.56,168.06,29.98,105.14,29.25,24.75,32.31,1694725505,2023/09/14,21:05,0x00000000
76497,Grootbos,2023/09/14,19:10,0.3,37.84,34.05,50.45,0.0,0.0,10.3,482.57,30.3,105.14,29.0,24.75,32.06,1694725805,2023/09/14,21:10,0x00000000
76498,Grootbos,2023/09/14,19:15,0.3,33.25,32.38,49.91,0.0,0.0,40.11,2742.71,30.67,105.15,28.77,24.76,31.84,1694726105,2023/09/14,21:15,0x00000000
76499,Grootbos,2023/09/14,19:20,0.31,35.18,34.84,54.89,0.0,0.0,27.23,1844.32,31.09,105.15,28.54,24.76,31.62,1694726405,2023/09/14,21:20,0x00000000
76500,Grootbos,2023/09/14,19:25,0.31,35.73,40.42,64.63,0.0,0.0,20.98,1275.0,31.75,105.16,28.33,24.77,31.4,1694726705,2023/09/14,21:25,0x00000000
76501,Grootbos,2023/09/14,19:30,0.31,35.9,39.48,66.26,0.0,0.0,19.27,1243.91,32.19,105.18,28.14,24.78,31.19,1694727005,2023/09/14,21:30,0x00000000
76502,Grootbos,2023/09/14,19:35,0.31,34.18,36.96,59.86,0.0,0.0,21.29,1248.73,32.44,105.2,27.95,24.78,31.0,1694727305,2023/09/14,21:35,0x00000000
76503,Grootbos,2023/09/14,19:40,0.31,33.4,36.9,60.04,0.0,0.0,13.37,739.19,32.77,105.2,27.76,24.79,30.82,1694727605,2023/09/14,21:40,0x00000000
76504,Grootbos,2023/09/14,19:45,0.3,34.27,35.37,56.16,0.0,0.0,12.36,634.02,32.94,105.19,27.59,24.8,30.64,1694727905,2023/09/14,21:45,0x00000000
76505,Grootbos,2023/09/14,19:50,0.3,34.86,34.4,52.77,0.0,0.0,12.98,675.73,33.11,105.19,27.43,24.8,30.47,1694728205,2023/09/14,21:50,0x00000000
76506,Grootbos,2023/09/14,19:55,0.29,37.69,33.64,51.11,0.0,0.0,9.49,513.61,33.36,105.19,27.28,24.81,30.31,1694728505,2023/09/14,21:55,0x00000000
76507,Grootbos,2023/09/14,20:00,0.29,38.78,30.77,47.23,0.0,0.0,9.92,605.16,33.55,105.2,27.13,24.81,30.16,1694728805,2023/09/14,22:00,0x00000000
76508,Grootbos,2023/09/14,20:05,0.29,38.04,27.81,41.42,0.0,0.0,6.52,479.15,33.54,105.21,26.99,24.82,30.02,1694729105,2023/09/14,22:05,0x00000000
76509,Grootbos,2023/09/14,20:10,0.29,36.44,28.63,43.81,0.0,0.0,6.66,379.45,33.79,105.21,26.85,24.82,29.89,1694729405,2023/09/14,22:10,0x00000000
76510,Grootbos,2023/09/14,20:15,0.29,35.46,29.61,43.24,0.0,0.0,8.81,546.81,34.11,105.22,26.71,24.82,29.76,1694729705,2023/09/14,22:15,0x00000000
76511,Grootbos,2023/09/14,20:20,0.3,35.31,27.05,40.49,0.0,0.0,8.68,512.08,34.21,105.22,26.58,24.82,29.63,1694730005,2023/09/14,22:20,0x00000000
76512,Grootbos,2023/09/14,20:25,0.29,37.03,23.86,34.41,0.0,0.0,7.81,439.1,34.2,105.23,26.45,24.82,29.49,1694730305,2023/09/14,22:25,0x00000000
76513,Grootbos,2023/09/14,20:30,0.29,41.11,22.65,33.39,0.0,0.0,4.07,167.22,34.32,105.23,26.32,24.83,29.36,1694730605,2023/09/14,22:30,0x00000000
76514,Grootbos,2023/09/14,20:35,0.29,42.29,27.06,37.88,0.0,0.0,4.05,168.4,34.59,105.24,26.21,24.84,29.24,1694730905,2023/09/14,22:35,0x00000000
76515,Grootbos,2023/09/14,20:40,0.29,40.48,26.73,39.92,0.0,0.0,3.62,223.7,35.0,105.25,26.1,24.84,29.14,1694731205,2023/09/14,22:40,0x00000000
76516,Grootbos,2023/09/14,20:45,0.29,38.67,21.22,29.42,0.0,0.0,5.83,285.64,34.82,105.25,26.01,24.84,29.05,1694731505,2023/09/14,22:45,0x00000000
76517,Grootbos,2023/09/14,20:50,0.3,36.76,23.91,33.49,0.0,0.0,6.45,363.21,34.99,105.25,25.92,24.84,28.96,1694731805,2023/09/14,22:50,0x00000000
76518,Grootbos,2023/09/14,20:55,0.29,40.82,19.4,26.14,0.0,0.0,4.09,210.81,35.01,105.25,25.83,24.84,28.86,1694732105,2023/09/14,22:55,0x00000000
76519,Grootbos,2023/09/14,21:00,0.29,40.91,23.77,31.57,0.0,0.0,5.54,308.23,35.15,105.25,25.74,24.85,28.77,1694732405,2023/09/14,23:00,0x00000000
76520,Grootbos,2023/09/14,21:05,0.29,41.58,19.12,26.49,0.0,0.0,5.93,295.5,35.3,105.26,25.65,24.85,28.68,1694732705,2023/09/14,23:05,0x00000000
76521,Grootbos,2023/09/14,21:10,0.29,39.7,20.78,27.39,0.0,0.0,5.94,314.28,35.4,105.27,25.56,24.85,28.59,1694733005,2023/09/14,23:10,0x00000000
