id,instrumentName,localDate,localTime,co,o3,no2,so2,no,voc,pm2p5,pm10,rh,pressure,sensorTemp,heaterTemp,internalTemp,timeRec,dateUTC,timeUTC,alarms
72626,Grootbos,2023/09/01,08:35,0.13,43.51,0.0,0.0,0.0,0.0,10.72,300.55,26.86,105.22,27.54,24.99,30.98,1693564505,2023/09/01,10:35,0x00000000
72627,Grootbos,2023/09/01,08:40,0.12,42.23,0.0,0.0,0.0,0.0,6.24,251.26,26.77,105.24,27.72,25.0,30.99,1693564805,2023/09/01,10:40,0x00000000
72628,Grootbos,2023/09/01,08:45,0.1,40.64,0.0,0.0,0.0,0.0,11.89,402.06,26.78,105.24,27.75,25.01,31.0,1693565105,2023/09/01,10:45,0x00000000
72629,Grootbos,2023/09/01,08:50,0.1,41.19,0.0,0.0,0.0,0.0,9.63,341.18,26.5,105.25,27.87,25.0,31.18,1693565405,2023/09/01,10:50,0x00000000
72630,Grootbos,2023/09/01,08:55,0.1,42.71,0.0,0.0,0.0,0.0,8.0,235.64,26.15,105.26,28.05,25.0,31.4,1693565705,2023/09/01,10:55,0x00000000
72631,Grootbos,2023/09/01,09:00,0.1,43.79,0.0,0.0,0.0,0.0,10.21,281.12,25.79,105.24,28.3,24.99,31.71,1693566005,2023/09/01,11:00,0x00000000
72632,Grootbos,2023/09/01,09:05,0.1,44.28,0.0,0.0,0.0,0.0,5.91,196.4,25.5,105.23,28.6,25.0,32.08,1693566305,2023/09/01,11:05,0x00000000
72633,Grootbos,2023/09/01,09:10,0.11,46.13,0.0,0.0,0.0,0.0,3.79,111.11,25.23,105.24,28.94,25.0,32.49,1693566605,2023/09/01,11:10,0x00000000
72634,Grootbos,2023/09/01,09:15,0.11,44.28,0.0,0.0,0.0,0.0,3.13,96.73,25.19,105.24,29.28,25.02,32.89,1693566905,2023/09/01,11:15,0x00000000
72635,Grootbos,2023/09/01,09:20,0.11,43.59,0.0,0.0,0.0,0.0,9.58,244.6,24.69,105.25,29.64,25.03,33.3,1693567205,2023/09/01,11:20,0x00000000
72636,Grootbos,2023/09/01,09:25,0.11,44.54,0.0,0.0,0.0,0.0,3.49,103.56,24.37,105.26,30.0,25.03,33.71,1693567505,2023/09/01,11:25,0x00000000
72637,Grootbos,2023/09/01,09:30,0.1,46.37,0.0,0.0,0.0,0.0,6.14,183.03,23.83,105.26,30.35,25.03,34.08,1693567805,2023/09/01,11:30,0x00000000
72638,Grootbos,2023/09/01,09:35,0.1,46.04,0.0,0.0,0.0,0.0,8.05,188.86,23.53,105.26,30.7,25.02,34.43,1693568105,2023/09/01,11:35,0x00000000
